body_part;exercise_name;preparation;execution
Upper Arms;Dumbbell Triceps Extension;Position one dumbbell over head with both hands under inner plate (heart shaped grip).;With elbows over head, lower forearm behind upper arm by flexing elbows. Flex wrists at bottom to avoid hitting dumbbell on back of neck. Raise dumbbell over head by extending elbows while hyperextending wrists. Return and repeat.
Upper Arms;Lever Close Grip Bench Press (plate loaded);Lie on bench with lever handles above sides of chest. Grasp handles with narrow overhand grip just above each side of chest.;Press lever up until arms are extended. Return weights down to starting position. Repeat.
Upper Arms;Lever Barbell Close Grip Bench Press (plate loaded);Lie on bench with bar above chest and grasp bar with shoulder width or slightly narrower grip. Disengage bar by rotating bar back.;Lower weight to chest with elbows close to body. Push barbell back up until arms are straight. Repeat.
Upper Arms;Lever Triceps Extension (plate loaded);Sit on seat. Place forearms on lever pad and back of upper arms, parallel on padding with elbows in line with lever's fulcrum.;Push lever down until arms are fully extended. Return and repeat.
Upper Arms;Lever Triceps Extension (no seat, plate loaded);Stand behind arm pad facing lever handles. Place one foot forward under arm pad and opposite foot back on foot bar. Grasp handles with narrow overhand grip. Squat down and position chest up against side of pad and back of upper arms on upper angled padded surface.;Push lever down until arms are fully extended. Return and repeat.
Upper Arms;Lever Triceps Dip (plate loaded);Sit upright on seat. If possible, place handles in narrow position. Grasp handles.;Push levers down with elbows pointing back. Allow lever bar to raise until shoulders are slightly stretched. Repeat.
Upper Arms;Lever Incline Triceps Extension;Sit on seat and lie back on back support. Push foot lever down with foot and grasp lever handles from behind. With lever handles behind head, place both feet on support or floor.;Push lever handles up over head until arms are fully extended. Return and repeat.
Upper Arms;Lever Overhead Triceps Extension;Sit on seat. Push foot lever down with foot and grasp lever handles from behind. With lever handles behind neck, place both feet on support or floor.;Push lever handles up over head until arms are fully extended. Return and repeat.
Upper Arms;Lever Pushdown;Sit on seat and grasp handles by shoulders. Position elbows to sides.;Push lever down beyond hips until arm is fully extended. Return and repeat.
Upper Arms;Lever Seated Close Grip Press;Sit on seat with chest at height of handles. Grasp handles with shoulder width or slightly narrower overhand grip, just against sides of chest; elbows somewhat down to sides.;Press lever until arms are extended. Return weight until forearm is against upper arm. Repeat.
Upper Arms;Lever Close Grip Incline Bench Press;Lie on incline bench with parallel lever bars close to sides of chest. Grasp handles with shoulder width grip.;Press lever until arms are ext ended. Return weight until wrists are at side of chest. Repeat.
Upper Arms;Lever Triceps Dip;If possible, place handles in narrow position. Sit on seat with back against pad. Grasp handles and position elbows back.;Push levers down by straightening arms downward. Allow lever bar to raise with elbows pointing back until shoulders are slightly stretched. Repeat.
Upper Arms;Lever Triceps Dip;If possible, place handles in narrow position. Sit on seat with legs under pads. Grasp handles and position elbows back.;Push levers down by straightening arms downward. Allow lever bar to raise with elbows pointing back until shoulders are slightly stretched. Repeat.
Upper Arms;Lever Overhand Triceps Dip;Sit on seat with back against pad. Gra sp end of handles with overhand grip and position elbows back.;Push levers down by straightening arms downward. Allow lever bar to raise with elbows pointing back until shoulders are slightly stretched. Repeat.
Upper Arms;Lever Triceps Extension;Sit on seat. Grasp handles and place back of upper arms parallel on padding with elbows approximately in line with lever's fulcrum.;Push lever down until arms are fully extended. Return until forearms contact upper arms. Repeat.
Upper Arms;Lever Triceps Extension;Sit on seat with arm pads apart to sides. Slide arm pads closer together to sides of the chest. Grasp handles and places back of upper arms on padding.;Push the lever down until arms are fully extended. Return until forearms contact upper arms. Repeat.
Upper Arms;Lever Alternating Triceps Extension;Sit on seat. Grasp handles and place back of upper arms on padding.;Push one lever out and down until arm is fully extended. Return until forearm contacts upper arm. Repeat with opposite arm. Continue alternating movement between arms.
Upper Arms;Smith Close Grip Bench Press;Lie on bench with bar above chest and grasp bar with shoulder width or slightly narrower grip. Disengage bar by rotating bar back.;Lower weight to chest with elbows close to body. Push bar back up until arms are straight. Repeat.
Upper Arms;Smith Close Grip Incline Bench Press;Lie on incline bench with bar above chest and grasp bar with shoulder width or slightly narrower grip. Disengage bar by rotating bar back.;Lower weight to chest with elbows close to body. Push bar back up until arms are straight. Repeat.
Upper Arms;Weighted Bench Dip;Sit on inside of one of two benches placed parallel, slightly less than leg's length away. Place hands on edge of bench. Straighten arms, slide rear end off of edge of bench and position heels on adjacent bench with legs straight. Have assistant place weight on lap near hips.;Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.
Upper Arms;Weighted Close Grip Push-up;Lie prone on floor with hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight. Partner can place weight plate(s) on back if needed.;Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.
Upper Arms;Weighted Triceps Dip;Place weight on dip belt around waist or place dumbbell between lower legs just above feet. Mount shoulder width dip bar, arms straight with shoulders above hands. Keep hips straight.;Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.
Upper Arms;Bench Dip;Sit on inside of one of two benches placed parallel, slightly less than leg's length away. Place hands on edge of bench, straighten arms, slide rear end off of bench, and position heels on adjacent bench with legs straight.;Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.
Upper Arms;Bench Dip (knees bent);Sit on side of bench. Place hands on edge of bench. Place feet on floor away from bench. Straighten arms, slide rear end off of edge of bench, and position feet on floor with knees bent.;Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.
Upper Arms;Bench Dip (heels on floor);Sit on side of bench. Place hands on edge of bench. Position feet away from bench. Straighten arms, slide rear end off of edge of bench, and rest heels on floor with legs straight.;Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.
Upper Arms;Close Grip Push-up;Lie prone on floor with hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight.;Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.
Upper Arms;Close Grip Push-up (on knees);Lie prone on floor with hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight.;Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.
Upper Arms;Close Grip Push-up (on medicine ball);Kneel before medicine ball. Place hands on upper part of ball on each side. Balance upper body above ball with arms extended. Straighten body and place forefeet back, away from ball on floor shoulder width apart.;Keeping body straight, lower body by bending arms until chest touches ball. Push body up until arms are extended. Repeat.
Upper Arms;Close Grip Incline Push-up (on bar);Grasp horizontal bar (lower than chest height) with hands shoulder width or slightly narrower. Position forefeet back from bar with arms and body straight. Arms should be perpendicular to body.;Keeping body straight, lower chest to bar by bending arms. Push body up until arms are extended. Repeat.
Upper Arms;Suspended Triceps Extension (with rope);Grasp triceps rope hanging from secured bar (chest height or lower). Position forefeet on floor, back from bar with body straight. Elbows can be either be completely bent or straight during mount with upper arms somewhat perpendicular with body.;Keeping body straight, raise body up and back up until arms are extended. Lower body by bending elbows, allowing head to travel between ends of rope. Repeat.
Upper Arms;Triceps Dip;Mount shoulder width dip bar, arms straight with shoulders above hands. Keep hips straight.;Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.
Upper Arms;Triceps Dip (between benches);Stand between ends of two benches. Place hands on ends of benches with fingers off end of benches. Grip should be somewhat narrow. Position feet out in front with legs straight, heels on floor, and torso upright.;Lower body by bending arms, allowing elbows to point back. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.
Upper Arms;Triceps Dip (bent knees between benches);Stand between ends of two benches. Place hands on ends of benches with fingers off ends of benches. Grip should be somewhat narrow. Position feet in front with legs bent and torso upright.;Lower body by bending arms, allowing elbows to point back. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.
Upper Arms;Suspended Triceps Dip;Stand between two suspension handles and grasp handles on each side of torso. Hold position firmly and lift feet from floor.;Push body up until arms are straight. Lower body until slight stretch is felt in shoulders. Repeat.
Upper Arms;Suspended Self-assisted Triceps Dip;Stand between two suspension handles, approximately mid-thigh height. Grasp handles on each side and straighten arms with shoulders above hands. Holding position firmly and place bodyweight on handles. Place toes on floor behind with knees bent and feet back.;Lower body by bending arms back. If necessary, use minimal assistance of lower body to control descent, allowing knees to bend, keeping toes in contact with floor. When slight stretch is felt in chest or shoulders, push body up back up until arms are straight. Repeat with minimal assistance from legs.
Upper Arms;Suspended Triceps Extension;Grasp handles and step forward between suspension trainers. Position arms downward and slightly forward, nearly parallel with suspension straps. Lean forward, placing upper body weight onto handles with arms straight, while stepping back onto forefeet so body is leaning forward at desired angle. Straighten body, so torso is in-line with legs.;Lower body by bending elbows, allowing head to travel between suspension handles. Raise body up and back up until arms are extended. Repeat.
Upper Arms;Suspended Triceps Extension (with rope);Grasp triceps rope hanging from secured bar (chest height or lower). Position forefeet on floor, back from bar with body straight. Elbows can be either be completely bent or straight during mount with upper arms somewhat perpendicular with body.;Keeping body straight, raise body up and back up until arms are extended. Lower body by bending elbows, allowing head to travel between ends of rope. Repeat.
Upper Arms;Self-assisted Triceps Dip;Stand on bench or elevation between parallel bars. Mount shoulder width dip bar, arms straight with shoulders above hands. Bend knees and place toes on bench or elevation behind and below body.;Lower body by bending arms back. If necessary, use minimal assistance of lower body to control descent, allowing knees to bend, keeping toes in contact with bench or elevation. When slight stretch is felt in chest or shoulders push body up until arms are straight. Repeat with minimal assistance from legs.
Upper Arms;Overhead Triceps Stretch;Put one arm overhead. Position forearm as close as possible to upper arm. Grasp elbow overhead with other hand.;Pull elbow back and toward head. Hold stretch. Repeat with opposite arm.
Upper Arms;PNF Overhead Triceps Stretch;Instruct participant to stand or sit on floor, chair, or bench and place arm overhead. Standing behind participant, grasp their wrist and position their forearm against upper arm.;Pull participant's elbow behind their head while keeping forearm against upperarm. Hold stretch. Repeat with opposite arm.
Upper Arms;Towel Triceps Stretch;Grasp near end of towel or rope. Position towel behind head so towel dangles down behind body. Reach behind back or waist with opposite hand and grasp opposite end of towel. Position upper arm close to back side of head.;Pull towel downward with lower arm. Hold stretch. Repeat with opposite arm.
Upper Arms;Barbell Curl;Grasp bar with shoulder width underhand grip.;With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.
Upper Arms;Barbell Drag Curl;Grasp bar with shoulder width underhand grip.;Raise barbell straight up so elbows travel back as elbows flex. Follow contour of hips and waist. As elbows continues to flex, begin bringing elbows forward when forearms rises past horizontal position. Continue upward over chest until forearms are perpendicular. Lower until arms are fully extended. Repeat.
Upper Arms;Cable Alternating Curl;Stand between or facing double low pulleys. Grasp stirrups to each side, palms facing forward.;Pull one stirrup up forward and upward toward shoulder while keeping elbow stationary. Return until arm is fully extended. Repeat on other arm, alternating between sides.
Upper Arms;Cable Alternating Seated Curl;Sit on seat situated between two low pulleys down to each side. Grasp stirrups in each hand, palms facing forward.;Pull one stirrup up toward shoulder while keeping elbow stationary. Return until arm is fully extended. Repeat with other arm, alternating between sides.
Upper Arms;Cable Curl;Grasp low pulley cable bar with shoulder width underhand grip. Stand close to pulley.;With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.
Upper Arms;Cable Bar Curl;Grasp low cable bar with shoulder width underhand grip. Stand close to cable bar.;With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.
Upper Arms;Cable Curl (with stirrups);Stand between or facing double low pulleys. Grasp stirrups to each side, palms facing forward.;Pull stirrups forward and upward toward shoulders while keeping elbows stationary. Return until arms are fully extended. Repeat.
Upper Arms;Cable Seated Curl;Sit on seat situated between two low pulleys down to each side. Grasp stirrups in each hand, palms facing forward.;Pull both stirrups up toward shoulders while keeping elbows stationary. Return until arms are fully extended and repeat.
Upper Arms;Cable One Arm Curl;Face low pulley and grasp stirrup cable attachment to one side with underhand grip.;With elbow to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat. Continue with opposite arm.
Upper Arms;Dumbbell Curl;Position two dumbbells to sides, palms facing in, arms straight.;With elbows to sides, raise one dumbbell and rotate forearm until forearm is vertical and palm faces shoulder. Lower to original position and repeat with opposite arm. Continue to alternate between sides.
Upper Arms;Dumbbell Incline Curl;Sit back on 45-60 degree incline bench. With arms hanging down straight, position two dumbbells with palms facing inward.;With elbows back to sides, raise one dumbbell and rotate forearm until forearm is vertical and palm faces shoulder. Lower to original position and repeat with opposite arm. Continue to alternate between sides.
Upper Arms;Lever Curl;Sit on seat and grasp handles with underhand grip.;Raise lever handles until elbows are fully flexed with back of upper arm remaining on pad. Lower handles until arm is fully extended. Repeat.
Upper Arms;Lever Alternating Curl;Sit on seat and grasp handles with underhand grip.;Raise lever on handle until elbow is fully flexed with back of upper arm remaining on pad. Lower handle until arm is fully extended. Repeat with opposite arm. Continue to alternate movement between sides.
Upper Arms;Chin-up;Step up and grasp bar with underhand shoulder width grip.;Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.
Upper Arms;Underhand Inverted Row;Lay on back under fixed horizontal bar. Grasp bar with shoulder width underhand grip.;Keeping body straight, pull body up to bar. Return until arms are extended and shoulders are stretched forward. Repeat.
Upper Arms;Underhand Inverted Row (high bar);Stand facing arms length away from waist to head height horizontal bar. Grasp bar with shoulder width underhand grip. Position body under bar with legs, hips and spine straight. Arms should be straight, approximately perpendicular to body. Heels should make contact with floor with feet about perpendicular to legs.;Keeping body straight, pull body up to bar. Return until arms are extended and shoulders are stretched forward. Repeat.
Upper Arms;Doorway Biceps Stretch;Stand at end of wall or in doorway facing perpendicular to wall. Position front of straight arm and palm on surface of wall. Situate arm around same height of shoulder with elbow positioned away from wall.;Turn body away from positioned arm. Hold stretch. Repeat with opposite arm.
Upper Arms;Seated Biceps Stretch;Sit on floor or mat. Lean back and place hands flat on floor close together behind body with fingers positioned away from body.;Scoot hips forward away from hands. Hold stretch.
Upper Arms;PNF Seated Biceps Stretch;Instruct participant to sit on floor or bench and place arms to behind hips. From behind, grasp participant's wrists, positioning them downward and close together.;Continue to raise participant's arms upward behind their body. Hold stretch.
Upper Arms;Standing Biceps Stretch;Clasp hands behind back with palms together. Straighten arms and rotate arms (inside down) so palm turn downward.;Raise arms away from body. Hold stretch.
Upper Arms;Wall Biceps Stretch;Face away from wall. Bend over and place hands close together as high as possible on wall with fingers positioned upward.;Bring rear end and back toward wall and squat down. Hold stretch for 20 seconds.
Upper Arms;Barbell Preacher Curl;Sit on preacher bench placing back of arms on pad. Grasp curl bar with shoulder width underhand grip.;Raise bar until forearms are vertical. Lower barbell until arms are fully extended. Repeat.
Upper Arms;Barbell Standing Preacher Curl;Placing back of arms on pad with one foot forward, grasp curl bar with shoulder width underhand grip.;Raise bar until forearms are vertical. Lower barbell until arms are fully extended. Repeat.
Upper Arms;Barbell Prone Incline Curl;Lie prone on incline bench with shoulders near top of incline. Knees can rest on seat or legs can be straddled to sides. From low rack or partner, grasp curl bar with shoulder width underhand grip.;Raise bar until arms are flexed. Lower barbell until arms are fully extended. Repeat.
Upper Arms;Cable Concentration Curl;Facing low pulley cable, sit on seat or bench with legs apart to each side. Grasp stirrup attachment. Place upper arm against inner thigh.;Pull stirrup to front of shoulder until elbow is completely flexed. Lower stirrup until arm is fully extended. Repeat. Continue with opposite arm.
Upper Arms;Cable Preacher Curl;Sit on preacher bench placing back of arms on pad. Grasp cable bar with shoulder width underhand grip.;Raise cable bar toward shoulders. Lower cable bar until arms are fully extended. Repeat.
Upper Arms;Cable Standing Preacher Curl;Stand behind preacher bench. Grasp cable bar with shoulder width underhand grip. Position back of arms on pad.;Raise cable bar toward shoulders. Lower cable bar until arms are fully extended. Repeat.
Upper Arms;Cable One Arm Standing Preacher Curl;Standing behind standing preacher bench and grasp cable stirrup. Place back of arm on pad with palm up.;Raise stirrup upward toward shoulder of same arm. Lower stirrup until arm is fully extended. Repeat.
Upper Arms;Cable One Arm Preacher Curl;Grasp cable stirrup. Sit on preacher bench placing back of arm on pad with palm up.;Raise stirrup upward toward shoulder of same arm. Lower stirrup until arm is fully extended. Repeat.
Upper Arms;Cable Preacher Curl (stirrups);Grasp cable stirrups with each hand. Sit on preacher bench placing back of arms on pad with palms up.;Raise both stirrups upward toward shoulders. Lower stirrups until arm is fully extended. Repeat.
Upper Arms;Cable Prone Incline Curl;Lie prone on incline bench with shoulders near top of incline. Knees can rest on seat or legs can be straddled to sides. Grasp cable attachment with shoulder width underhand grip.;Raise bar until arms are flexed. Lower barbell until arms are fully extended. Repeat.
Upper Arms;Dumbbell Concentration Curl;Sit on bench. Grasp dumbbell between feet. Place back of upper arm to inner thigh. Lean into leg to raise elbow slightly.;Raise dumbbell to front of shoulder. Lower dumbbell until arm is fully extended. Repeat. Continue with opposite arm.
Upper Arms;Dumbbell Preacher Curl;Grasp dumbbell and sit on preacher bench. With arm bent and palm facing shoulder, place back of arm down on pad.;Lower dumbbell until arm is fully extended. Raise dumbbell until forearm is vertical. Repeat. Continue with opposite arm.
Upper Arms;Dumbbell Standing Preacher Curl;With dummbell in hand, arm bent, and palm facing shoulder, place back of arm on pad.;Lower dumbbell until arm is fully extended. Raise dumbbell until forearm is vertical. Repeat. Continue with opposite arm.
Upper Arms;Dumbbell Prone Incline Curl;Lie prone on incline bench with shoulders near top of incline. Knees can rest on seat or legs can be straddled to sides. From elevated platform or partner, grasp dumbbell and position palms forward.;Raise dumbbells until arms are flexed. Lower dumbbells until arms are fully extended. Repeat.
Upper Arms;Lever Preacher Curl (plate loaded);Sit on curl machine placing back of arms on pad. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever.;Raise lever handles toward shoulders. Lower handles until arms are fully extended. Repeat.
Upper Arms;Lever Preacher Curl (arms high, plate loaded);Sit on curl machine. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever while placing back of arms up on pads.;Pull lever handles toward shoulders. Return handles until arms are fully extended. Repeat.
Upper Arms;Lever Alternating Preacher Curl (arms high, plate loaded);Sit on curl machine. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever while placing back of arms up on pads.;Pull one lever handle toward shoulder. Return handle until arm is fully extended. Repeat with opposite arm. Continue alternating movement between arms.
Upper Arms;Lever Preacher Curl (no seat, plate loaded);Stand behind arm pad and face lever handles on opposite side. Place one foot forward under arm pad and opposite foot back on foot bar. Lean over arm pads and grasp handles with slightly narrower than shoulder width underhand grip. Squat down and position back of upper arms on arm pads.;Raise lever handles toward shoulders. Lower handles until arms are fully extended. Repeat.
Upper Arms;Lever Preacher Curl;Sit on curl machine placing back of arms on pad. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever.;Raise lever handles toward shoulders. Lower handles until arms are fully extended. Repeat.
Upper Arms;Lever Preacher Curl (arms high);Sit on curl machine. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever while placing back of arms up on pads.;Pull lever handles toward shoulders. Return handles until arms are fully extended. Repeat.
Upper Arms;Lever Alternating Preacher Curl (arms high);Sit on curl machine. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever while placing back of arms up on pads.;Pull one lever handle toward shoulder. Return handle until arm is fully extended. Repeat with opposite arm. Continue alternating movement between arms.
Upper Arms;Lever Preacher Curl (no seat);Stand behind arm pad and face lever handles on opposite side. Place one foot forward under arm pad and opposite foot back on foot bar. Lean over arm pads and grasp handles with slightly narrower than shoulder width underhand grip. Squat down and position back of upper arms on arm pads.;Raise lever handles toward shoulders. Lower handles until arms are fully extended. Repeat.
Upper Arms;Suspended Arm Curl;Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body is reclined back. Position palms up or slightly inward.;Bring handles toward shoulders by flexing arms, while keeping elbows pointed forward. Return by straightening arms and repeat.
Forearms;Barbell Reverse Curl;Grasp bar with shoulder width overhand grip.;With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.
Forearms;Barbell Reverse Preacher Curl;Sit on preacher bench placing back of arms on pad. Grasp curl bar with shoulder width overhand grip.;Raise bar until forearms are vertical. Lower barbell until arm is fully extended. Repeat.
Forearms;Barbell Standing Reverse Preacher Curl;Place back of arms on pad with one foot forward. Grasp curl bar with shoulder width underhand grip.;Raise bar until forearms are vertical. Lower barbell until arm is fully extended. Repeat.
Forearms;Cable Hammer Curl;Grasp cable rope with palms facing inward. Stand upright with arms straight down to sides.;With elbows to side, raise rope forward and upward with both arms until forearms are vertical. Lower until arms are fully extended. Repeat.
Forearms;Cable Reverse Curl;Grasp cable bar with shoulder width overhand grip.;With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.
Forearms;Cable Bar Reverse Curl;Grasp cable bar with shoulder width overhand grip. Stand close to cable bar.;With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.
Forearms;Cable Standing Reverse Preacher Curl;Stand behind preacher bench. Grasp cable bar with shoulder width overhand grip. Position back of arms on pad.;Raise cable bar toward shoulders. Lower cable bar until arm is fully extended. Repeat.
Forearms;Dumbbell Hammer Curl;Position two dumbbells to sides, palms facing in, arms straight.;With elbows to sides, raise one dumbbell until forearm is vertical and thumb faces shoulder. Lower to original position and repeat with alternative arm.
Forearms;Lever Hammer Preacher Curl;Sit on curl machine placing back of arms on pad. Grasp lever handles and position grips with thumb side up. Align elbows at near same pivot point as fulcrum of lever.;Raise lever handles toward shoulders, maintaining palms in grip. Lower handles until arm is fully extended. Repeat.
Forearms;Lever Reverse Curl;Sit on seat and grasp handles with overhand grip. Position elbows to sides so they are in line with lever's fulcrum.;Raise lever handles until elbows are fully flexed with back of upper arm remaining on pad. Lower handles until arm is fully extended. Repeat.
Forearms;Lever Reverse Preacher Curl;Sit on curl machine placing back of arms on pad. Grasp lever handles with overhand grip. Align elbows at near same pivot point as fulcrum of lever.;Raise lever handles toward shoulders. Lower handles until arm is fully extended. Repeat.
Forearms;Standing Brachioradialis Stretch;Cross wrists, point thumbs downward, and clasp hands.;Straighten arms and externally rotate shoulders by back. Hold stretch.
Forearms;Barbell Wrist Curl;Sit and grasp bar with narrow to shoulder width underhand grip. Rest forearms on thighs with wrists just beyond knees.;Allow barbell to roll out of palms down to fingers. Raise barbell back up by gripping and pointing knuckles up as high as possible. Lower and repeat.
Forearms;Cable Wrist Curl;Sit and grasp cable bar with narrow to shoulder width underhand grip. Rest forearms on thighs with wrists just beyond knees.;Allow cable bar to roll out of palms down to fingers. Raise cable bar back up by gripping and pointing knuckles up as high as possible. Lower and repeat.
Forearms;Cable One Arm Wrist Curl;Sit and grasp cable stirrup. Rest forearm on thigh with palm up and wrist just beyond knees.;Allow cable bar to roll out of palms down to fingers. Raise cable bar back up by gripping and pointing knuckles up as high as possible. Lower and repeat.
Forearms;Cable Roller Wrist Flexion;Stand behind weight plate(s) on floor and grasp wrist roller handle with both hands; over hand grip.;With left hand gripping handle, relax grip of right hand and slide grip behind handle (by hypexending wrist) and regrip. Relax grip of left hand and flex right wrist. Repeat sequence with opposite hands, alternating back and forth until weight plate has raised up near hands. Lower weight steadily with opposite movement.
Forearms;Dumbbell Wrist Curl;Sit and grasp dumbbell with underhand grip. Rest forearm on thigh with wrist just beyond knee.;Allow dumbbell to roll out of palm down to fingers. Raise dumbbell back up by gripping and pointing knuckles up as high as possible. Lower and repeat.
Forearms;Dumbbell Ulnar Deviation;Grasp half loaded dumbbell with plate on pinkie side. Position arm down to side.;Bend wrist so weighted side is pulled upward. Lower until weighted side is pointing downward. Repeat.
Forearms;Lever Grip (plate loaded);Sit on seat, straddling apparatus. Grasp lever handles on each side; fingers around lever handles and base of thumbs around stationary bars.;Squeeze bars together with both hands until lower lever makes contact with upper bars. Lower to original position and repeat.
Forearms;Lever Wrist Curl (plate loaded);Grasp bar with underhand grip. Place forearm on padded platform.;Raise bar up until wrist is fully flexed. Lower and repeat.
Forearms;Lever Grip;Sit on seat. Grasp lever handles on each side; fingers around lever handles and base of thumbs around stationary bars.;Squeeze bars together with both hands until lever makes contact with stationary bars. Lower to original position and repeat.
Forearms;Lever Ulnar Deviation;Rotate handle over and under so handle is in slightly downward position toward thighs. Grasp handle with thumb ups grip so fist is pulled up under resistance.;Bend wrist so pinky side of fist is pulled down. Return to starting position and repeat.
Forearms;Lever Wrist Curl;Grasp bar with underhand grip to each side. Place forearms on arm pads.;Raise handles up until wrist is fully flexed. Lower handles until wrists are full hyperextended. Repeat.
Forearms;Lever Roller Wrist Flexion;Grasp wrist roller handles with both hands; over hand grip.;With left hand gripping handle, relax grip of right hand and slide grip behind handle (by hypexending wrist) and regrip. Relax grip of left hand and flex right wrist. Repeat sequence with opposite hands, alternating back and forth until weight plate has raised up near hands. Lower weight steadily with opposite movement or loosen grip slightly to control descent of weight stack. Repeat.
Forearms;Lever Roller Ulnar Deviation;Place hands on knobs at each end of roller.;With left hand gripping knob, relax grip of right hand and slide grip upward so fingers are more over knob (by radial deviation) and regrip. Relax grip of left hand and rotate knob with right hand so thumb travels away from body (by ulnar deviation). Repeat sequence with opposite hands, alternating back and forth until weight plate has raised up near hands. Lower weight steadily with opposite movement or loosen grip slightly to control descent of weight stack.
Forearms;Sled One Hand Grip;Stand in front of apparatus. Grasp bar grips with one hand; fingers around far bar and base of thumb around near stationary bar.;Squeeze bar grips together until far bar makes contact with nearest bar. Release to original position and repeat.
